Ad_ID,Campaign_Name,Clicks,Impressions,Impressions per conversion,Cost,Conversions,Cost per conversion,Leads,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A2454,Data Analytics Corse,189,5060,722.86,$236.54,7,$33.79,26,0.043,"$1,877",2024-11-10,Hyderbad,Mobile,data anaytics training
A2455,DataAnalyticsCourse,167,3296,412.00,$246.85,8,$30.86,29,0.048,"$1,723",2024/11/17,hydrebad,DESKTOP,data analitics online
A2456,Data Analytcis Course,198,3499,388.78,$209.74,9,$23.30,30,0.04,"$1,893",2024/11/25,hyderabad,DESKTOP,data analytics course
A2457,DataAnalyticsCourse,95,3449,344.90,$184.55,10,$18.46,10,0.041,"$1,601",16-11-2024,hyderabad,mobile,analytics for data
A2458,DataAnalyticsCourse,181,3738,415.33,$206.61,9,$22.96,16,0.05,"$1,868",2024/11/09,hyderabad,Mobile,online data analytic
A2459,Data Analytics Corse,105,4236,605.14,$180.20,7,$25.74,12,0.067,,2024-11-24,Hyderbad,MOBILE,learn data analytics
A2460,Data Analytics Corse,178,5751,575.10,$205.34,10,$20.53,24,,"$1,903",2024/11/20,HYDERABAD,desktop,data analytics course
A2461,Data Analytcis Course,127,5050,561.11,$184.77,9,$20.53,28,0.071,"$1,906",2024/11/02,Hyderbad,DESKTOP,data analitics online
A2462,Data Anlytics Corse,198,4773,477.30,$202.54,10,$20.25,17,,"$1,082",2024-11-19,hydrebad,Mobile,data analitics online
A2463,Data Analytcis Course,86,5652,807.43,$249.13,7,$35.59,25,0.081,"$1,981",06-11-2024,HYDERABAD,mobile,data anaytics training
A2464,Data Analytics Corse,,5085,726.43,$182.42,7,$26.06,11,,"$1,109",04-11-2024,hydrebad,Desktop,online data analytic
A2465,DataAnalyticsCourse,191,5070,1267.50,$247.41,4,$61.85,12,,"$1,266",25-11-2024,HYDERABAD,mobile,analytics for data
A2466,Data Analytcis Course,139,5879,1469.75,$197.90,4,$49.48,24,0.029,"$1,476",2024-11-05,hyderabad,mobile,data analytics course
A2467,Data Analytics Corse,197,3620,517.14,$235.19,7,$33.60,18,0.036,"$1,740",2024/11/01,hydrebad,MOBILE,online data analytic
A2468,DataAnalyticsCourse,116,4250,472.22,$216.66,9,$24.07,10,0.078,"$1,877",2024/11/02,Hyderbad,Mobile,data anaytics training
A2469,DataAnalyticsCourse,192,4850,485.00,$235.42,10,$23.54,22,0.052,"$1,124",2024-11-14,hydrebad,Desktop,analytics for data
A2470,Data Analytics Corse,118,3815,953.75,$185.78,4,$46.45,16,,"$1,093",17-11-2024,hyderabad,DESKTOP,data analitics online
A2471,Data Anlytics Corse,172,5741,1435.25,$198.44,4,$49.61,14,0.023,"$1,755",2024/11/11,Hyderbad,Desktop,analytics for data
A2472,DataAnalyticsCourse,174,4272,610.29,$240.77,7,$34.40,16,0.041,"$1,004",2024/11/23,hydrebad,Desktop,learn data analytics
A2473,Data Analytics Corse,175,4974,994.80,$182.22,5,$36.44,21,,"$1,300",23-11-2024,Hyderbad,mobile,learn data analytics
A2474,Data Analytcis Course,,3215,459.29,$191.22,7,$27.32,30,,"$1,588",2024-11-23,hyderabad,desktop,analytics for data
A2475,DataAnalyticsCourse,,3723,465.38,$201.32,8,$25.17,21,,,06-11-2024,Hyderbad,TABLET,data analytics course
A2476,Data Analytcis Course,103,4670,1167.50,$203.40,4,$50.85,21,,"$1,562",25-11-2024,hyderabad,mobile,analytics for data
A2477,Data Analytcis Course,187,4474,#DIV/0!,$182.47,,#DIV/0!,10,,"$1,768",13-11-2024,hyderabad,tablet,online data analytic
A2478,Data Analytcis Course,,3009,501.50,$195.17,6,$32.53,,,"$1,083",2024-11-23,Hyderbad,Tablet,data analitics online
A2479,Data Analytcis Course,109,3933,983.25,$189.73,4,$47.43,11,,"$1,700",07-11-2024,hyderabad,desktop,data analitics online
A2480,Data Analytics Corse,118,4360,484.44,$232.09,9,$25.79,10,0.076,"$1,252",2024/11/13,HYDERABAD,Desktop,data anaytics training
A2481,DataAnalyticsCourse,164,5120,1024.00,$185.69,5,$37.14,10,0.031,"$1,597",2024/11/23,HYDERABAD,TABLET,analytics for data
A2482,DataAnalyticsCourse,166,3887,431.89,$192.00,9,$21.33,24,0.054,"$1,890",2024-11-13,Hyderbad,TABLET,data analytics course
A2483,Data Analytcis Course,88,3909,390.90,$189.57,10,$18.96,30,0.114,"$1,750",29-11-2024,Hyderbad,desktop,data anaytics training
A2484,DataAnalyticsCourse,125,3017,431.00,$232.51,7,$33.22,14,,"$1,510",2024-11-08,Hyderbad,tablet,data anaytics training
A2485,DataAnalyticsCourse,,5127,1025.40,$206.95,5,$41.39,26,,"$1,902",17-11-2024,hydrebad,Desktop,online data analytic
A2486,Data Analytics Corse,151,3992,443.56,$212.42,9,$23.60,10,0.06,"$1,890",2024-11-26,hydrebad,Tablet,learn data analytics
A2487,DataAnalyticsCourse,182,3554,888.50,$181.74,4,$45.44,18,0.022,"$1,933",02-11-2024,HYDERABAD,TABLET,learn data analytics
A2488,Data Analytcis Course,84,4051,1012.75,$196.83,4,$49.21,21,0.048,"$1,094",2024-11-14,hyderabad,Mobile,online data analytic
A2489,Data Anlytics Corse,127,3541,354.10,$239.47,10,$23.95,16,0.079,"$1,474",2024-11-25,Hyderbad,TABLET,data anaytics training
A2490,DataAnalyticsCourse,104,5878,1959.33,$228.79,3,$76.26,21,0.05,"$1,101",05-11-2024,Hyderbad,mobile,data analytics course
A2491,Data Analytics Corse,161,4611,658.71,$228.34,7,$32.62,26,0.043,"$1,473",2024/11/25,hydrebad,TABLET,data analitics online
A2492,Data Analytics Corse,141,4764,1191.00,$187.72,4,$46.93,28,0.028,"$1,428",2024-11-16,hydrebad,mobile,analytics for data
A2493,Data Analytcis Course,186,4603,511.44,$191.84,9,$21.32,26,0.047,"$1,918",2024/11/07,HYDERABAD,desktop,learn data analytics
A2494,Data Analytics Corse,,5003,714.71,$195.40,7,$27.91,15,,"$1,273",2024/11/18,Hyderbad,desktop,data anaytics training
A2495,DataAnalyticsCourse,124,5212,868.67,$190.83,6,$31.81,13,0.048,"$1,399",2024-11-07,hydrebad,DESKTOP,data analytics course
A2496,Data Anlytics Corse,97,5285,755.00,$249.65,7,$35.66,12,0.051,"$1,411",2024/11/27,hydrebad,desktop,data anaytics training
A2497,Data Analytics Corse,111,3177,397.13,$224.51,8,$28.06,18,,"$1,946",2024-11-25,HYDERABAD,Desktop,learn data analytics
A2498,Data Analytics Corse,93,5571,795.86,$185.71,7,$26.53,12,0.075,"$1,630",21-11-2024,HYDERABAD,Tablet,online data analytic
A2499,DataAnalyticsCourse,92,3237,539.50,$245.48,6,$40.91,15,0.065,,2024/11/19,Hyderbad,DESKTOP,data analitics online
A2500,DataAnalyticsCourse,138,5314,531.40,$198.39,10,$19.84,17,0.072,"$1,250",2024-11-20,HYDERABAD,Desktop,online data analytic
A2501,DataAnalyticsCourse,129,4452,494.67,$196.06,9,$21.78,10,0.053,"$1,069",2024/11/13,Hyderbad,Tablet,learn data analytics
A2502,Data Analytcis Course,183,3920,560.00,$235.79,7,$33.68,20,0.038,"$1,238",2024-11-17,Hyderbad,mobile,data anaytics training
A2503,Data Analytics Corse,154,4603,1534.33,$214.00,3,$71.33,20,0.019,"$1,709",2024-11-18,HYDERABAD,TABLET,data analytics course
A2504,Data Analytcis Course,95,4938,823.00,$204.50,6,$34.08,12,0.046,"$1,494",2024/11/18,hydrebad,TABLET,data anaytics training
A2505,Data Anlytics Corse,173,5291,661.38,,8,0,23,,"$1,557",2024/11/13,Hyderbad,MOBILE,data analitics online
A2506,Data Anlytics Corse,112,4072,407.20,$211.56,10,$21.16,17,0.089,"$1,229",01-11-2024,hyderabad,DESKTOP,analytics for data
A2507,Data Analytics Corse,170,5953,744.13,$186.11,8,$23.26,25,,"$1,080",2024-11-26,hydrebad,MOBILE,data analitics online
A2508,Data Analytics Corse,96,,0.00,$232.87,10,$23.29,,0.053,"$1,162",2024/11/14,HYDERABAD,Mobile,learn data analytics
A2509,Data Analytcis Course,113,3104,344.89,$230.92,9,$25.66,28,0.08,"$1,422",27-11-2024,HYDERABAD,tablet,data analytics course
A2510,Data Anlytics Corse,145,4882,1627.33,$217.25,3,$72.42,22,0.021,"$1,814",2024-11-19,hyderabad,MOBILE,analytics for data
A2511,Data Anlytics Corse,83,3212,803.00,$243.86,4,$60.97,25,0.048,"$1,612",2024-11-19,hydrebad,Mobile,data analytics course
A2512,Data Analytics Corse,90,4973,994.60,$181.04,5,$36.21,23,0.056,"$1,039",03-11-2024,HYDERABAD,desktop,online data analytic
A2513,Data Analytics Corse,140,5227,1742.33,$222.57,3,$74.19,27,0.021,"$1,527",2024-11-18,hyderabad,desktop,learn data analytics
A2514,Data Analytcis Course,111,5434,1086.80,$181.05,5,$36.21,10,0.045,"$1,627",23-11-2024,Hyderbad,mobile,data anaytics training
A2515,Data Analytics Corse,105,3300,330.00,$180.25,10,$18.03,22,0.095,"$1,640",2024-11-21,hydrebad,mobile,online data analytic
A2516,DataAnalyticsCourse,181,4857,607.13,$215.59,8,$26.95,13,0.044,"$1,883",2024-11-23,hydrebad,DESKTOP,learn data analytics
A2517,Data Analytics Corse,189,4019,669.83,$248.09,6,$41.35,16,0.045,"$1,378",2024/11/30,HYDERABAD,tablet,online data analytic
A2518,Data Analytcis Course,138,5495,1099.00,$220.69,5,$44.14,19,0.036,"$1,624",04-11-2024,HYDERABAD,tablet,online data analytic
A2519,Data Analytcis Course,178,5218,745.43,$208.92,7,$29.85,20,0.039,"$1,714",25-11-2024,Hyderbad,mobile,analytics for data
A2520,Data Analytics Corse,155,5996,1199.20,$247.54,5,$49.51,15,0.032,"$1,883",2024/11/27,hyderabad,mobile,analytics for data
A2521,Data Anlytics Corse,168,4932,704.57,$198.95,7,$28.42,16,0.052,"$1,301",19-11-2024,hydrebad,desktop,data anaytics training
A2522,Data Analytcis Course,152,4498,749.67,$233.81,6,$38.97,30,0.039,"$1,090",25-11-2024,HYDERABAD,Desktop,data analitics online
A2523,Data Anlytics Corse,111,4164,462.67,$191.04,9,$21.23,18,,"$1,687",2024/11/21,hydrebad,TABLET,data anaytics training
A2524,Data Analytics Corse,141,4329,721.50,$230.44,6,$38.41,14,0.043,"$1,610",07-11-2024,HYDERABAD,MOBILE,learn data analytics
A2525,DataAnalyticsCourse,97,5764,823.43,$246.15,7,$35.16,30,,"$1,345",18-11-2024,Hyderbad,Mobile,analytics for data
A2526,Data Analytcis Course,82,5430,1086.00,$205.46,5,$41.09,18,0.061,"$1,435",2024-11-30,hydrebad,MOBILE,online data analytic
A2527,Data Analytics Corse,164,5179,575.44,$206.72,9,$22.97,18,0.055,"$1,213",2024-11-27,HYDERABAD,TABLET,data analytics course
A2528,Data Analytcis Course,109,5707,1426.75,$246.86,4,$61.72,22,0.034,"$1,980",19-11-2024,Hyderbad,TABLET,data analitics online
A2529,Data Analytics Corse,126,3263,362.56,$237.54,9,$26.39,,,"$1,364",2024/11/17,HYDERABAD,Mobile,data analitics online
A2530,Data Analytcis Course,175,5718,953.00,$225.40,6,$37.57,19,0.057,"$1,001",12-11-2024,HYDERABAD,Tablet,analytics for data
A2531,Data Anlytics Corse,96,5075,1691.67,$221.28,3,$73.76,25,0.038,"$1,937",23-11-2024,hyderabad,DESKTOP,learn data analytics
A2532,Data Anlytics Corse,113,4473,894.60,$202.30,5,$40.46,17,0.044,"$1,049",2024/11/08,hydrebad,tablet,online data analytic
A2533,DataAnalyticsCourse,96,3979,568.43,$232.44,7,$33.21,27,,"$1,140",30-11-2024,HYDERABAD,Mobile,learn data analytics
A2534,Data Analytcis Course,162,5688,1137.60,$190.31,5,$38.06,17,0.031,"$1,556",25-11-2024,Hyderbad,tablet,data analytics course
A2535,Data Anlytics Corse,125,3546,354.60,$234.02,10,$23.40,23,,"$1,072",2024/11/27,HYDERABAD,DESKTOP,analytics for data
A2536,DataAnalyticsCourse,89,4188,1047.00,$206.71,4,$51.68,16,0.045,"$1,382",2024/11/01,Hyderbad,tablet,online data analytic
A2537,Data Anlytics Corse,99,4134,1378.00,$234.04,3,$78.01,18,0.03,"$1,683",2024/11/30,hyderabad,desktop,learn data analytics
A2538,Data Analytcis Course,91,4710,523.33,$199.18,9,$22.13,21,0.099,"$1,431",2024-11-10,hydrebad,TABLET,data analytics course
A2539,Data Anlytics Corse,141,4654,775.67,$192.19,6,$32.03,21,0.043,"$1,932",25-11-2024,hydrebad,MOBILE,analytics for data
A2540,DataAnalyticsCourse,110,5509,688.63,$245.38,8,$30.67,13,0.048,"$1,539",2024/11/10,hydrebad,MOBILE,learn data analytics
A2541,Data Analytcis Course,96,3091,#DIV/0!,$187.57,,#DIV/0!,11,,"$1,737",10-11-2024,hydrebad,tablet,data analytics course
A2542,Data Analytcis Course,85,4653,775.50,$196.73,6,$32.79,23,0.071,"$1,032",13-11-2024,HYDERABAD,Mobile,data analytics course
A2543,Data Analytics Corse,151,5389,538.90,$227.07,10,$22.71,18,0.057,"$1,318",2024-11-20,hydrebad,desktop,data anaytics training
A2544,Data Analytics Corse,139,5290,1322.50,$208.43,4,$52.11,28,0.051,"$1,022",2024/11/20,hydrebad,Tablet,data analitics online
A2545,DataAnalyticsCourse,120,3060,382.50,$197.96,8,$24.75,,0.067,"$1,679",2024-11-23,hyderabad,TABLET,analytics for data
A2546,Data Analytcis Course,109,4444,493.78,$219.46,9,$24.38,12,0.083,"$1,159",2024/11/28,Hyderbad,MOBILE,data anaytics training
A2547,Data Analytics Corse,145,3509,350.90,$181.11,10,$18.11,19,0.048,"$1,627",2024/11/22,hyderabad,MOBILE,online data analytic
A2548,DataAnalyticsCourse,151,4675,667.86,$183.02,7,$26.15,14,0.046,"$1,000",2024-11-10,HYDERABAD,mobile,analytics for data
A2549,DataAnalyticsCourse,108,5869,838.43,$226.93,7,$32.42,16,0.065,"$1,633",03-11-2024,Hyderbad,desktop,analytics for data
A2550,Data Analytcis Course,166,3992,499.00,$205.90,8,$25.74,15,0.048,"$1,899",2024/11/05,Hyderbad,Desktop,analytics for data
A2551,Data Anlytics Corse,134,4172,834.40,$191.80,5,$38.36,26,0.037,"$1,170",2024-11-18,hyderabad,tablet,online data analytic
A2552,DataAnalyticsCourse,104,5926,740.75,$224.63,8,$28.08,17,,"$1,239",2024/11/24,HYDERABAD,MOBILE,learn data analytics
A2553,Data Analytcis Course,,5785,578.50,$195.39,10,$19.54,15,,"$1,296",2024/11/25,HYDERABAD,tablet,analytics for data
A2554,Data Anlytics Corse,160,5664,629.33,$210.58,9,$23.40,16,,"$1,836",2024-11-07,hydrebad,mobile,data anaytics training
A2555,Data Anlytics Corse,147,5930,593.00,$248.18,10,$24.82,22,0.068,"$1,743",15-11-2024,hyderabad,desktop,analytics for data
A2556,Data Anlytics Corse,196,3656,609.33,$240.44,6,$40.07,15,0.052,"$1,894",03-11-2024,hyderabad,tablet,analytics for data
A2557,DataAnalyticsCourse,159,5078,634.75,$182.57,8,$22.82,30,0.05,"$1,541",2024-11-09,HYDERABAD,Mobile,data analytics course
A2558,Data Analytcis Course,104,5257,751.00,$220.44,7,$31.49,17,0.052,"$1,462",2024-11-27,hyderabad,mobile,data analitics online
A2559,Data Anlytics Corse,135,5582,1116.40,$209.14,5,$41.83,28,0.037,"$1,912",25-11-2024,HYDERABAD,TABLET,online data analytic
A2560,Data Analytics Corse,92,3097,#DIV/0!,$232.27,,#DIV/0!,21,,"$1,905",14-11-2024,HYDERABAD,Desktop,analytics for data
A2561,Data Analytics Corse,136,3657,731.40,$236.19,5,$47.24,12,0.037,"$1,425",2024/11/06,Hyderbad,mobile,online data analytic
A2562,Data Anlytics Corse,135,3198,533.00,$227.48,6,$37.91,,0.044,"$1,882",2024/11/09,hydrebad,Desktop,online data analytic
A2563,Data Analytcis Course,91,5017,1003.40,$239.34,5,$47.87,15,0.055,,02-11-2024,hyderabad,tablet,analytics for data
A2564,DataAnalyticsCourse,181,5343,593.67,$244.02,9,$27.11,30,0.038,"$1,639",2024/11/26,HYDERABAD,mobile,learn data analytics
A2565,Data Analytcis Course,,4896,#DIV/0!,$207.51,,#DIV/0!,17,,,2024-11-11,hyderabad,mobile,data analitics online
A2566,Data Analytcis Course,80,5756,1439.00,$205.38,4,$51.35,16,0.05,"$1,778",2024-11-20,Hyderbad,desktop,online data analytic
A2567,DataAnalyticsCourse,155,5696,1898.67,$236.44,3,$78.81,13,0.019,"$1,207",2024-11-23,hydrebad,mobile,data analitics online
A2568,DataAnalyticsCourse,114,5683,710.38,$214.42,8,$26.80,20,0.07,"$1,474",2024/11/08,HYDERABAD,mobile,learn data analytics
A2569,Data Anlytics Corse,98,4669,778.17,$205.72,6,$34.29,16,0.061,"$1,767",2024/11/30,hyderabad,DESKTOP,analytics for data
A2570,Data Analytics Corse,125,3807,634.50,$234.92,6,$39.15,11,0.048,,2024/11/29,Hyderbad,MOBILE,online data analytic
A2571,DataAnalyticsCourse,160,3163,395.38,$238.95,8,$29.87,20,0.05,"$1,569",2024-11-26,Hyderbad,desktop,online data analytic
A2572,Data Analytics Corse,175,3732,373.20,$231.25,10,$23.13,16,0.057,"$1,014",2024-11-15,hydrebad,Mobile,learn data analytics
A2573,Data Analytcis Course,123,3860,482.50,$224.63,8,$28.08,24,0.065,"$1,800",2024-11-15,hydrebad,DESKTOP,analytics for data
A2574,Data Anlytics Corse,106,3196,532.67,$212.12,6,$35.35,15,,"$1,314",2024/11/23,HYDERABAD,tablet,analytics for data
A2575,DataAnalyticsCourse,,3322,830.50,$205.85,4,$51.46,24,,"$1,031",09-11-2024,hyderabad,tablet,data anaytics training
A2576,DataAnalyticsCourse,185,5121,569.00,$215.46,9,$23.94,12,0.049,"$1,724",02-11-2024,hyderabad,MOBILE,data analytics course
A2577,Data Analytics Corse,139,5610,935.00,$239.44,6,$39.91,17,0.043,"$1,548",14-11-2024,hydrebad,TABLET,online data analytic
A2578,Data Analytics Corse,174,3890,555.71,$186.04,7,$26.58,28,0.04,"$1,793",2024/11/21,hydrebad,Tablet,online data analytic
A2579,Data Anlytics Corse,157,4671,667.29,$248.17,7,$35.45,14,0.045,"$1,247",2024/11/03,hyderabad,MOBILE,data anaytics training
A2580,Data Analytics Corse,160,5438,906.33,$197.50,6,$32.92,16,0.037,"$1,752",03-11-2024,hyderabad,tablet,data analytics course
A2581,Data Analytics Corse,198,4726,#DIV/0!,$185.13,,#DIV/0!,14,,"$1,580",17-11-2024,hyderabad,Tablet,learn data analytics
A2582,Data Analytics Corse,144,5301,1767.00,$195.83,3,$65.28,12,,"$1,654",27-11-2024,hyderabad,Tablet,data analitics online
A2583,Data Analytics Corse,187,3722,531.71,$182.43,7,$26.06,27,0.037,"$1,613",20-11-2024,hyderabad,mobile,data anaytics training
A2584,Data Anlytics Corse,139,3944,1314.67,,3,0,29,0.022,"$1,863",2024-11-04,HYDERABAD,Tablet,analytics for data
A2585,DataAnalyticsCourse,194,5123,1024.60,$180.01,5,$36.00,27,0.036,"$1,978",05-11-2024,hydrebad,mobile,learn data analytics
A2586,DataAnalyticsCourse,157,4127,515.88,$200.44,8,$25.06,30,0.058,"$1,044",2024-11-15,hydrebad,desktop,data anaytics training
A2587,Data Analytcis Course,112,4944,1236.00,$233.83,4,$58.46,19,0.036,"$1,296",2024-11-27,Hyderbad,TABLET,data anaytics training
A2588,Data Anlytics Corse,82,4534,755.67,$203.89,6,$33.98,10,0.073,"$1,589",2024-11-26,Hyderbad,TABLET,online data analytic
A2589,DataAnalyticsCourse,152,5894,1178.80,$219.23,5,$43.85,14,0.033,"$1,641",2024-11-13,HYDERABAD,MOBILE,data anaytics training
A2590,DataAnalyticsCourse,81,5545,1109.00,$212.89,5,$42.58,11,0.062,"$1,818",15-11-2024,hyderabad,Mobile,data analitics online
A2591,DataAnalyticsCourse,84,5573,928.83,,6,0,23,0.071,"$1,656",2024-11-12,Hyderbad,Desktop,online data analytic
A2592,DataAnalyticsCourse,117,3039,379.88,$223.72,8,$27.97,27,0.068,"$1,340",2024/11/14,hydrebad,MOBILE,data anaytics training
A2593,Data Anlytics Corse,82,3556,711.20,,5,0,16,0.061,"$1,331",2024-11-17,HYDERABAD,MOBILE,data analitics online
A2594,Data Analytcis Course,192,4920,492.00,$192.15,10,$19.22,18,0.052,"$1,665",2024-11-09,hydrebad,Mobile,data analitics online
A2595,DataAnalyticsCourse,131,3187,318.70,$234.53,10,$23.45,24,,"$1,656",07-11-2024,hydrebad,Mobile,data analytics course
A2596,DataAnalyticsCourse,177,3238,462.57,$189.61,7,$27.09,29,0.05,"$1,925",27-11-2024,hyderabad,Tablet,data analitics online
A2597,Data Analytics Corse,,,0.00,$182.66,10,$18.27,22,,"$1,482",2024-11-24,HYDERABAD,DESKTOP,learn data analytics
A2598,DataAnalyticsCourse,147,4507,563.38,$190.42,8,$23.80,27,0.054,"$1,073",2024-11-05,hydrebad,Desktop,learn data analytics
A2599,DataAnalyticsCourse,143,3606,1202.00,$200.29,3,$66.76,,0.035,"$1,550",20-11-2024,hyderabad,MOBILE,learn data analytics
A2600,Data Analytcis Course,,3355,838.75,$186.90,4,$46.73,20,,"$1,524",2024-11-10,hyderabad,MOBILE,online data analytic
A2601,DataAnalyticsCourse,160,3711,618.50,$214.41,6,$35.74,10,0.037,"$1,550",2024-11-07,Hyderbad,Mobile,analytics for data
A2602,Data Analytcis Course,172,4841,605.13,$234.94,8,$29.37,28,,"$1,258",2024/11/12,HYDERABAD,DESKTOP,analytics for data
A2603,Data Anlytics Corse,95,5411,1352.75,$182.58,4,$45.65,13,0.042,"$1,111",30-11-2024,Hyderbad,tablet,data anaytics training
A2604,Data Analytcis Course,111,3520,1173.33,$237.40,3,$79.13,13,0.027,"$1,395",2024/11/19,HYDERABAD,mobile,online data analytic
A2605,DataAnalyticsCourse,171,3460,384.44,$184.14,9,$20.46,27,0.053,"$1,565",16-11-2024,hydrebad,TABLET,data analitics online
A2606,Data Anlytics Corse,145,5875,839.29,$221.00,7,$31.57,14,0.048,"$1,230",2024-11-24,HYDERABAD,Desktop,learn data analytics
A2607,Data Analytics Corse,118,3404,486.29,$183.15,7,$26.16,27,0.059,"$1,489",2024-11-21,Hyderbad,tablet,learn data analytics
A2608,Data Anlytics Corse,171,3567,891.75,$233.32,4,$58.33,27,,"$1,271",2024-11-05,hydrebad,desktop,analytics for data
A2609,Data Analytcis Course,108,3628,453.50,$185.68,8,$23.21,24,0.074,"$1,682",2024/11/19,hydrebad,TABLET,learn data analytics
A2610,Data Analytcis Course,100,4994,713.43,$206.32,7,$29.47,21,0.04,"$1,673",2024-11-20,hydrebad,Tablet,learn data analytics
A2611,DataAnalyticsCourse,138,5758,1439.50,$193.53,4,$48.38,14,0.029,"$1,902",2024-11-15,HYDERABAD,TABLET,analytics for data
A2612,DataAnalyticsCourse,88,3382,375.78,$198.62,9,$22.07,25,0.102,"$1,599",10-11-2024,HYDERABAD,DESKTOP,data anaytics training
A2613,Data Analytics Corse,125,3652,365.20,$186.61,10,$18.66,29,0.08,"$1,017",2024-11-29,Hyderbad,mobile,learn data analytics
A2614,DataAnalyticsCourse,169,4120,824.00,$215.75,5,$43.15,27,0.03,"$1,362",2024/11/19,hydrebad,Mobile,analytics for data
A2615,Data Anlytics Corse,169,3142,448.86,$236.79,7,$33.83,18,0.041,,2024-11-06,HYDERABAD,MOBILE,data analitics online
A2616,DataAnalyticsCourse,149,5726,818.00,$235.72,7,$33.67,17,0.047,"$1,902",11-11-2024,hydrebad,mobile,data analitics online
A2617,Data Analytics Corse,99,5938,1979.33,$183.49,3,$61.16,30,0.03,"$1,487",18-11-2024,HYDERABAD,mobile,data analitics online
A2618,Data Anlytics Corse,177,3567,713.40,$214.71,5,$42.94,28,0.028,"$1,001",11-11-2024,Hyderbad,Tablet,analytics for data
A2619,Data Analytcis Course,189,3215,#DIV/0!,$224.53,,#DIV/0!,23,0.052,"$1,309",2024/11/15,hydrebad,desktop,online data analytic
A2620,Data Analytcis Course,94,5094,1698.00,,3,0,24,,"$1,974",09-11-2024,hyderabad,desktop,online data analytic
A2621,Data Analytics Corse,191,3337,556.17,$231.00,6,$38.50,29,0.031,"$1,424",2024/11/18,Hyderbad,Tablet,data analytics course
A2622,DataAnalyticsCourse,83,4359,435.90,$227.14,10,$22.71,,0.12,,2024/11/02,hyderabad,DESKTOP,data analitics online
A2623,Data Analytics Corse,148,4813,#DIV/0!,$212.78,,#DIV/0!,12,,"$1,833",2024-11-23,HYDERABAD,mobile,online data analytic
A2624,Data Anlytics Corse,125,4300,430.00,$221.37,10,$22.14,16,0.08,"$1,066",2024/11/27,HYDERABAD,Tablet,data analytics course
A2625,DataAnalyticsCourse,105,4094,682.33,$183.47,6,$30.58,11,,"$1,817",2024/11/25,HYDERABAD,mobile,online data analytic
A2626,Data Analytics Corse,84,4263,473.67,$234.62,9,$26.07,29,0.107,"$1,599",18-11-2024,hydrebad,mobile,learn data analytics
A2627,Data Analytcis Course,114,3472,347.20,$242.89,10,$24.29,16,,"$1,642",2024/11/28,hydrebad,tablet,analytics for data
A2628,Data Analytcis Course,129,4411,882.20,$180.17,5,$36.03,28,0.039,"$1,173",10-11-2024,hyderabad,DESKTOP,data analitics online
A2629,Data Anlytics Corse,128,4787,#DIV/0!,$204.29,,#DIV/0!,,0.059,"$1,880",2024-11-29,hydrebad,DESKTOP,data anaytics training
A2630,Data Anlytics Corse,120,5915,1971.67,$241.95,3,$80.65,26,,"$1,253",2024/11/25,hyderabad,Desktop,analytics for data
A2631,Data Analytcis Course,99,4111,822.20,$192.09,5,$38.42,14,,"$1,497",2024/11/19,hyderabad,mobile,analytics for data
A2632,Data Anlytics Corse,180,3305,330.50,$187.59,10,$18.76,14,0.056,,2024/11/19,HYDERABAD,DESKTOP,data analitics online
A2633,Data Analytcis Course,154,3510,351.00,$211.16,10,$21.12,26,0.065,"$1,167",2024-11-14,HYDERABAD,tablet,online data analytic
A2634,Data Anlytics Corse,89,3265,408.13,$234.51,8,$29.31,29,0.09,,2024/11/28,HYDERABAD,TABLET,data analytics course
A2635,Data Analytics Corse,136,5977,664.11,$249.89,9,$27.77,15,0.066,"$1,477",2024/11/28,hyderabad,tablet,analytics for data
A2636,DataAnalyticsCourse,177,5409,1352.25,$181.75,4,$45.44,19,,"$1,793",03-11-2024,hyderabad,tablet,data analytics course
A2637,Data Analytcis Course,145,5523,#DIV/0!,,,#DIV/0!,10,,"$1,668",19-11-2024,Hyderbad,MOBILE,data anaytics training
A2638,Data Anlytics Corse,152,5421,903.50,$248.08,6,$41.35,16,0.035,"$1,752",2024/11/27,HYDERABAD,mobile,analytics for data
A2639,DataAnalyticsCourse,187,5181,518.10,$227.15,10,$22.72,18,,"$1,516",2024/11/25,Hyderbad,Tablet,data anaytics training
A2640,DataAnalyticsCourse,91,5484,914.00,$198.25,6,$33.04,16,0.066,"$1,981",2024/11/20,Hyderbad,MOBILE,data anaytics training
A2641,Data Analytics Corse,180,5545,554.50,$238.85,10,$23.89,30,0.056,"$1,971",24-11-2024,HYDERABAD,Desktop,data analytics course
A2642,Data Analytics Corse,122,4295,715.83,,6,0,24,0.049,"$1,349",2024/11/10,hydrebad,desktop,data analytics course
A2643,DataAnalyticsCourse,,4314,479.33,$194.56,9,$21.62,21,,"$1,211",2024/11/09,hyderabad,Tablet,data anaytics training
A2644,Data Analytcis Course,157,4111,513.88,$208.46,8,$26.06,27,,"$1,187",2024-11-05,HYDERABAD,Tablet,data anaytics training
A2645,DataAnalyticsCourse,178,5640,1410.00,$195.80,4,$48.95,25,0.022,"$1,807",22-11-2024,hyderabad,MOBILE,data analitics online
A2646,DataAnalyticsCourse,94,3805,475.63,$198.19,8,$24.77,12,0.085,"$1,523",2024/11/10,hydrebad,TABLET,data analytics course
